,listing_names,listing_prices,location,netm2,bedroom_number,building_floor_number,floor,heating_system,age,situation,seller,title_dead_status,credit,rent_income
1355,Suadiyede Bağdat Caddesine Yakın Yeni Binada 2+1 Daire,5050000,Suadiye,70.0,21.0,8.0,2,Kombi (Doğalgaz),3,Mülk,Danışman,Kat İrtifakı,Evet,0.0
1356,Suadiyede Bağdat Caddesine Yakın Bakımlı  Binada 3+1 Daire,8950000,Suadiye,130.0,31.0,9.0,6,Kombi (Doğalgaz),26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1357,Suadiye Sahil Teraslı Balkonlu Kombili Satılık 3+2 Daire,25000000,Suadiye,175.0,32.0,8.0,8,Kombi (Doğalgaz),4,Mülk,,,Evet,0.0
1358,Suadiye'de bağdat caddesine çok yakın 2+1 yepyeni daire,5975000,Suadiye,75.0,21.0,1020.0,1,Kombi (Doğalgaz),4,,,,Evet,0.0
1359,ALKAYA'DAN SUADİYE'DE VİLLA TADINDA BAHÇELİ 1+1 SATILIK DAİRE,4250000,Suadiye,55.0,11.0,8.0,Giriş Katı,Klima,3,Mülk,,,Evet,0.0
1360,SUADİYE BAĞDATA ÇOK YAKIN 225M2 3 BALKONLU HAVUZLU LÜKS,14750000,Suadiye,175.0,41.0,10.0,2,Merkezi Sistem (Isı Payı Ölçer),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1361,SUADİYE ŞAŞKINBAKKAL DA SATILIK 3+1 DAİRE 168 M2,9000000,Suadiye,168.0,31.0,6.0,4,Merkezi Sistem (Isı Payı Ölçer),31-35,Mülk,,,Evet,0.0
1362,Kadıköy Suadiye'de Satılık Bahçe Katı Daire,2920000,Suadiye,80.0,31.0,4.0,Bahçe katı,Merkezi Sistem,,,,,Hayır,
1363,Suadiye'de 130 m2 3+1 Sıfır Satılık Daire,9135000,Suadiye,110.0,31.0,10.0,4,Kombi (Doğalgaz),4,Boş,,Kat Mülkiyeti,Evet,0.0
1364,SUADİYE AYŞE ÇAVUŞ CADDESİ ÜZERİNDE 70 M2 DÜKKAN,6500000,Suadiye,60.0,1.0,9.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,,Evet,0.0
1365,SUADİYE BAĞDAT CADDESİ ÜZERİNDE KİRACILI 3400 M2 KOMPLE BİNA,145000000,Suadiye,,,4.0,,Merkezi Sistem,6-10,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1366,SUADİYE BAĞDAT CADDESİNDE BANKA KİRACILI 450 M2 DÜKKAN,20000000,Suadiye,382.0,2.0,4.0,Zemin Kat,Merkezi Sistem (Isı Payı Ölçer),16-20,Kiracılı,Danışman,,Evet,
1367,SUADİYE AYŞE ÇAVUŞ CADDESİ ÜZERİNDE KİRACILI 170 M2 DÜKKAN,15000000,Suadiye,145.0,2.0,1020.0,Zemin Kat,Merkezi Sistem (Isı Payı Ölçer),3,Kiracılı,Danışman,,Evet,
1368,SUADİYE BAĞDAT CADDESİ ÜZERİNDE KİRACILI 600 M2 MAĞAZA,80000000,Suadiye,510.0,2.0,4.0,Zemin Kat,Merkezi Sistem (Isı Payı Ölçer),2,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1369,SUADİYE BAĞDAT CADDESİ ÜZERİNDE KİRACILI 1700 M2 KOMPLE BİNA,50000000,Suadiye,,,4.0,,Merkezi Sistem,2,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1370,ŞAŞKINBAKKAL BAĞDAT CADDESİ ÜZERİNDE 70 M2 DÜKKAN,9000000,Suadiye,60.0,1.0,4.0,Zemin Kat,Merkezi Sistem,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1371,SUADİYE BAĞDAT CADDESİ ÜZERİNDE 100 M2 DÜKKAN,12000000,Suadiye,85.0,1.0,4.0,Zemin Kat,Merkezi Sistem,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1372,ŞAŞKINBAKKAL BAĞDAT CADDESİ ÜZERİNDE KİRACILI 100 M2 MAĞAZA,17500000,Suadiye,85.0,2.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,,Evet,
1373,SUADİYE BAĞDAT CADDESİ ÜZERİNDE KİRACILI 2000 M2 KOMPLE BİNA,175000000,Suadiye,,,4.0,,Merkezi Sistem,3,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1374,ŞAŞKINBAKKAL BAĞDAT CADDESİNDE 220 M2 DÜKKAN,60000000,Suadiye,187.0,1.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1375,ŞAŞKINBAKKAL BAĞDAT CADDESİNE İKİNCİ BİNADA 330 M2 DÜKKAN,37500000,Suadiye,281.0,3.0,6.0,Zemin Kat,Kombi (Doğalgaz),11-15,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1376,ŞAŞKINBAKKAL BAĞDAT CADDESİ ÜZERİNDE KİRACILI 250 M2 MAĞAZA,125000000,Suadiye,213.0,1.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1377,Suadiye Sahilde Deprem Raporlu ve Güvenlikli  Binada 4+1 Daire,13950000,Suadiye,186.0,41.0,1020.0,6,Merkezi Sistem,31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1378,Suadiye Sahilde Deprem Raporlu  Binada Katta Tek 5+1 Daire,29500000,Suadiye,270.0,51.0,1020.0,3,Kombi (Doğalgaz),21-25,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1379,Suadiye Tonozlu Bağdat Caddesine Yakın Az Katlı Binada 2+1 Daire,4650000,Suadiye,90.0,21.0,3.0,2,Kombi (Doğalgaz),31-35,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
1380,Suadiye Ayşe Çavuşta Genç Binada Katta Tek 3+1 Lüks  Daire,6750000,Suadiye,110.0,31.0,10.0,9,Yerden Isıtma,21-25,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1381,Suadiye Emin Ali Paşa Caddesinde Yeni Bina 2+1 Bahçe Katı Daire,4250000,Suadiye,85.0,21.0,4.0,Bahçe katı,Kombi (Doğalgaz),3,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1382,Şaşkınbakkalda Bağdat Caddesine Yakın Yeni Binada 2+1 Daire,6975000,Suadiye,75.0,21.0,1020.0,3,Kombi (Doğalgaz),6-10,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1383,Suadiye Minibüs Caddesi Üzerinde Yeni Binada 3+1 Daire,5500000,Suadiye,95.0,31.0,8.0,7,Kombi (Doğalgaz),4,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1384,Şaşkınbakkalda  Bağdat Caddesine Yakın Katta Tek 4+2 Dubleks,12950000,Suadiye,230.0,42.0,7.0,7,Kombi (Doğalgaz),21-25,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
1385,Suadiyede Bağdat  Caddesine Yakın Yeni Binada 3+1 Balkonlu Daire,7350000,Suadiye,100.0,31.0,8.0,4,Kombi (Doğalgaz),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1386,Suadiye Sahilde Yeni Binada Deniz Manzaralı 3+1 Balkonlu Daire,14350000,Suadiye,125.0,31.0,1020.0,7,Kombi (Doğalgaz),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1387,Şaşkınbakkalda Bağdat Caddesine Yakın 3+1 Mimari Dekorlu Daire,7950000,Suadiye,115.0,31.0,9.0,3,Kombi (Doğalgaz),16-20,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1388,Suadiyede Bağdat Caddesine Yakın  Yeni Binada 3+1 Sıfır  Daire,8250000,Suadiye,95.0,31.0,9.0,5,Kombi (Doğalgaz),5,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1389,Suadiyede Bağdat Caddesine Yakın Güvenlikli Binada  3+1 Daire,6500000,Suadiye,120.0,31.0,1020.0,2,Kombi (Doğalgaz),26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1390,Şaşkınbakkalda Bağdat Caddesine Yakın 3+1 Masrafsız Daire,7950000,Suadiye,100.0,31.0,8.0,1,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1391,Şaşkınbakkalda Barış Büfeye Yakın  Yeni Binada 3+2 Dubleks Daire,11950000,Suadiye,175.0,32.0,10.0,10,Kombi (Doğalgaz),5,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1392,Suadiye Ayşe Çavuşta Bağdat Caddesine Yakın Yeni Bina 3+1 Daire,6450000,Suadiye,90.0,31.0,9.0,2,Kombi (Doğalgaz),4,,,Kat Mülkiyeti,Evet,0.0
1393,Suadiye Sahilde Yeni Binada Deniz Manzaralı 3+1 Daire,13950000,Suadiye,105.0,31.0,8.0,4,Kombi (Doğalgaz),4,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1394,Suadiye Kaptan Arif Bağdat Caddesi Yakın Yeni Bina 5+2 Dubleks,19800000,Suadiye,300.0,52.0,1020.0,15,Kombi (Doğalgaz),6-10,Boş,,Kat Mülkiyeti,Evet,0.0
1395,Şaşkınbakkalda Bağdat Caddesine Yakın Genç  Binada 4+1 Daire,9500000,Suadiye,150.0,41.0,10.0,3,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1396,Suadiye Ayşe Çavuşta  Havuzlu Yeni Binada 3+1 Balkonlu  Daire,7395000,Suadiye,100.0,31.0,1020.0,12,Merkezi Sistem (Isı Payı Ölçer),4,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1397,Şaşkınbakkalda Bağdat Caddesine 2.Binada 2+1 Yenilenmiş Daire,5695000,Suadiye,80.0,21.0,4.0,2,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1398,Şaşkınbakkal Bağdat Caddesine Yakın 2+1 Bahçe Kullanımlı  Daire,7000000,Suadiye,80.0,21.0,1020.0,Giriş Katı,Kombi (Doğalgaz),5,,,Kat Mülkiyeti,Evet,0.0
1399,Suadiyede Bağdat Caddesine Yakın Yeni Binada 3+1 Daire,6050000,Suadiye,85.0,31.0,1020.0,1,Kombi (Doğalgaz),3,Boş,,Kat Mülkiyeti,Evet,0.0
1400,Suadiye Çatalçeşme Sahilde Yeni Binada 3+1 Balkonlu  Daire,9875000,Suadiye,90.0,31.0,1020.0,1,Kombi (Doğalgaz),4,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1401,Suadiye Minibüs Caddesi Üzerinde 3+1 Masrafsız Geniş Daire,5250000,Suadiye,120.0,31.0,8.0,6,Kombi (Doğalgaz),26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1402,Suadiye Sahilde Az Katlı Binada 3+1 Mimari Dekorlu Daire,5950000,Suadiye,80.0,31.0,4.0,1,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1403,Suadiye Çatalçeşmede Yeni Binada 2+1 Yüksek Giriş Daire,5950000,Suadiye,80.0,21.0,1020.0,Yüksek Giriş,Merkezi Sistem (Isı Payı Ölçer),4,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1404,Suadiyede Bağdat Caddesine Yakın  3+1 Masrafsız Daire Daire,6950000,Suadiye,105.0,31.0,8.0,Yüksek Giriş,Kombi (Doğalgaz),31-35,Boş,,Kat Mülkiyeti,Evet,0.0
1405,Suadiyede Bağdat Caddesine Yakın Site İçerisinde 3+1 Daire,7850000,Suadiye,105.0,31.0,1020.0,11,Merkezi Sistem (Isı Payı Ölçer),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1406,SUADİYE EMİNALİPAŞA'DA 7 YILLIK İSKANLI 2.KAT 140m2 SATILIK 3+1,7250000,Suadiye,120.0,31.0,7.0,2,Kombi (Doğalgaz),6-10,Boş,Danışman,Kat Mülkiyeti,Evet,23000.0
1407,Suadiyede Bağdat Caddesine Yakın 3+1 Daire EMLAK MASASI,3690000,Suadiye,105.0,31.0,4.0,1,Kombi (Doğalgaz),31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1408,Suadiyede Minibüs Caddesine 2.Binada 1+1 Daire EMLAK MASASI,3500000,Suadiye,40.0,11.0,7.0,Yüksek Giriş,Kombi (Doğalgaz),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1409,Suadiye Sahilde 112 m2 Net 3+1 Balkonlu Sıfır Daire EMLAK MASASI,16500000,Suadiye,112.0,31.0,10.0,5,Kombi (Doğalgaz),0,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1410,Suadiye Sahilde Yeni Binada Katta Tek 4+1 Daire EMLAK MASASI,22000000,Suadiye,200.0,41.0,1020.0,12,Kombi (Doğalgaz),4,Boş,,Kat Mülkiyeti,Evet,0.0
1411,Suadiyede Yüzme Havuzlu Yeni Binada 2+1 Daire EMLAK MASASI,5300000,Suadiye,75.0,21.0,1020.0,1,Kombi (Doğalgaz),3,,,Kat Mülkiyeti,Evet,0.0
1412,Suadiye Tonozluda Yeni Binada 115 m2 Net 3+1 Daire EMLAK MASASI,11000000,Suadiye,115.0,31.0,1020.0,10,Merkezi Sistem (Isı Payı Ölçer),6-10,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
1413,Suadiye Tonozlu Sokakta Yeni Binada 3+1 Daire EMLAK MASASI,7900000,Suadiye,95.0,31.0,7.0,2,Kombi (Doğalgaz),5,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1414,Suadiye Ayşe Çavuşta Bağdat Caddesine Yakın 4+2  Dubleks Daire,5450000,Suadiye,190.0,42.0,10.0,10,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1415,Suadiyede Bağdat Caddesine Yakın 4+1 Sıfır Dubleks Daire,9750000,Suadiye,145.0,41.0,7.0,7,Kombi (Doğalgaz),0,Boş,,Kat İrtifakı,Evet,0.0
1416,Suadiye Sahilde Yeni Binada 2+1 Ebeveynli Daire EMLAK MASASI,7750000,Suadiye,75.0,21.0,6.0,2,Kombi (Doğalgaz),6-10,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1417,ŞAŞKINBAKKAL KIZILKAYALAR ARKASI 2+1 KONUT VE İŞYERİNE UYGUN,5695000,Suadiye,80.0,21.0,4.0,Kot 2,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,
1418,Suadiyede Bağdat Caddesine Yakın 3+1 Daire EMLAK MASASI,9200000,Suadiye,125.0,31.0,1020.0,9,Merkezi Sistem,31-35,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
1419,Suadiyede Marmaraya Yakın Yeni Binada 2+1 Daire EMLAK MASASI,4900000,Suadiye,75.0,21.0,7.0,7,Kombi (Doğalgaz),0,Boş,,Kat Mülkiyeti,Evet,0.0
1420,SUADİYE SAHİLE 2 ADIM MESAFEDE 130M2 AYRICA 100M2 BAHÇELİ LÜKS,9250000,Suadiye,100.0,31.0,3.0,,Merkezi Sistem,36-40,Boş,Danışman,Kat Mülkiyeti,Evet,
1421,Suadiye Yüzme Havuzlu Yatırımlı Binada 4+1 Masrafsız Daire,14750000,Suadiye,160.0,41.0,10.0,2,Merkezi Sistem,31-35,Boş,,,Evet,0.0
1422,Suadiye Ayşe Çavuşta Caddeye Yakın 3+1 Sıfır Daire EMLAK MASASI,8450000,Suadiye,100.0,31.0,1020.0,11,Kombi (Doğalgaz),0,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1423,"SUADİYE KAZIM ÖZALP SOKAKTA, SAHİLE 100 METRE SATILIK 3+1 ARAKAT",17500000,Suadiye,175.0,31.0,3.0,1,Klima,21-25,Mülk,,,Evet,0.0
1424,Suadiye Bağdat Caddesine Yakın Balkonlu 3+1 Sıfır Daire,10500000,Suadiye,117.0,31.0,8.0,6,Kombi (Doğalgaz),0,Boş,,,Evet,0.0
1425,ALKAYA- SUADİYE ŞAŞKINDA SATILIK 105M² NET 3+1 BALKONLU DAİRE,3690000,Suadiye,105.0,31.0,5.0,2,Kombi (Doğalgaz),31-35,Kiracılı,,,Evet,0.0
1426,Suadiye Sahilde Genç Binada 3+1  Daire EMLAK MASASI,9950000,Suadiye,100.0,31.0,10.0,3,Kombi (Doğalgaz),11-15,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1427,ALKAYA YETKİLİ -SUADİYE'DE BAĞDAT'A ÇOK YAKIN 2+1 SATILIK DAİRE,5100000,Suadiye,70.0,21.0,8.0,2,Kombi (Doğalgaz),3,Mülk,Danışman,Kat İrtifakı,Evet,15000.0
1428,Ş.BAKKAL BAĞDATA 2. BİNADA 100M2 BALKONLU KOMBİLİ LÜKS,5695000,Suadiye,80.0,21.0,4.0,2,Kombi (Doğalgaz),40,Boş,Danışman,Kat Mülkiyeti,Evet,
1429,ŞAŞKINBAKKAL SAHİLDE 4 YILLIK DENİZ MANZARALI LÜKS,13950000,Suadiye,105.0,31.0,8.0,4,Kalorifer (Doğalgaz),4,Boş,Danışman,İskanı Alınmış,Evet,
1430,SUADİYE BAĞDATA YAKIN YENİ SİTE İÇİNDE 110M2 GÜVENLİKLİ LÜKS,5495000,Suadiye,80.0,21.0,10.0,1,Kombi (Doğalgaz),2,Boş,Danışman,Kat Mülkiyeti,Evet,
1431,SUADİYE BAĞDATA 3. BİNADA 170M2 2 BALKONLU ULTRA LÜKS,10500000,Suadiye,140.0,41.0,6.0,5,Merkezi Sistem (Isı Payı Ölçer),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1432,CİTY DEN SUADİYE DE MERKEZİ KONUMDA KATTA TEK 145m2 3+1,6750000,Suadiye,107.0,31.0,10.0,9,Kombi (Doğalgaz),21-25,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1433,SUADİYE BAĞDATA 2.BİNA ULTRA LÜKS BALKONLU EBEVEYNLİ 196M2 4+1,10500000,Suadiye,140.0,41.0,7.0,5,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1434,ŞAŞKINBAKKAL BAĞDAT CADDESİNDE 48 M2 MAĞAZA,35000000,Suadiye,41.0,2.0,4.0,Zemin Kat,Merkezi Sistem,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1435,"SUADİYE,SAHİLDE,YENİ,EBEVEYN BANYOLU,GENİŞ,210M,4+1",29500000,Suadiye,150.0,41.0,8.0,1,Yerden Isıtma,0,Kiracılı,Danışman,Kat İrtifakı,Evet,
1436,CITY'DEN ŞAKINBAKKAL SAHİLDE  BAHÇE KULLANIMLI 260M2 4+1 DAİRE..,17500000,Suadiye,145.0,41.0,1020.0,Bahçe katı,Kombi (Doğalgaz),0,Boş,Danışman,Kat İrtifakı,Evet,0.0
1437,CİTY DEN ŞAŞKINBAKKAL DA BAĞDAT CAD. KOMŞU DEPREM SONRASI 160m2,8575000,Suadiye,120.0,31.0,8.0,3,Kombi (Doğalgaz),16-20,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1438,CİTY'DEN BAĞDATA YAKIN MİMARİ DEKORLU BALKONLU 215 M2 4+1,10785000,Suadiye,160.0,41.0,1020.0,2,Merkezi Sistem,31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1439,CİTY DEN SUADİYE DE BAĞDAT CD. KOMŞU FULL YAPILI 3 BANYOLU 210m2,10950000,Suadiye,165.0,41.0,6.0,4,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1440,SUADİYE SAHİLE YAKIN DENİZ MANZARALI 3+1 DAİRE,13250000,Suadiye,100.0,31.0,1020.0,6,Klima,6-10,Kiracılı,,,Evet,0.0
1441,"SUADİYE'DE,YENİ,GÜVENLİKLİ,BALKONLU,EBEVEYN BANYOLU,109M2,2+1",6900000,Suadiye,84.0,21.0,1020.0,4,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat Mülkiyeti,Evet,
1442,Suadiye sahil parseli 4+1 içi yenilenmiş daire,12700000,Suadiye,170.0,41.0,3.0,3,Klima,31-35,Boş,,,Evet,0.0
1443,Suadiye Sahilde Vatandaşlığa Uygun 220 m2 Satılık 3+1 Daire,15250000,Suadiye,180.0,31.0,3.0,2,Kombi (Doğalgaz),31-35,Boş,,,Evet,0.0
1444,DİNAMİK'TEN SUADİYE SAHİLDE 3+1 BALKONLU GENİŞ M2 SATILIK DAİRE,11950000,Suadiye,120.0,31.0,1020.0,6,Kombi (Doğalgaz),4,Boş,,,Evet,0.0
1445,SUADİYE BAĞDATA YAKIN 6 YILLIK 200M2 LÜKS BAHÇE KULLANIMLI,5250000,Suadiye,160.0,31.0,5.0,,Kombi (Doğalgaz),6-10,,Danışman,Kat Mülkiyeti,Evet,
1446,WEN CADDE'DEN SUADİYE AYŞEÇAVUŞ CAD.4 YAŞINDA SATILIK 3+1,5950000,Suadiye,120.0,31.0,1020.0,5,Kombi (Doğalgaz),4,Boş,Danışman,Kat Mülkiyeti,Evet,15000.0
1447,ŞAŞKINBAKKAL BAĞDAT CADDESİ ÜZERİNDE 300 M2 OFİS,35000000,Suadiye,,5.0,4.0,2,Merkezi Sistem,21-25,Kiracılı,,Kat Mülkiyeti,Evet,
1448,ŞAŞKINBAKKAL BAĞDAT CADDESİ ÜZERİNDE KİRACILI 275 M2 MAĞAZA,65000000,Suadiye,234.0,2.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1449,ŞAŞKINBAKKAL BAĞDAT CADDESİ GİRİŞİNDE KİRACILI 225 M2 DÜKKAN,40000000,Suadiye,192.0,2.0,1020.0,Zemin Kat,Merkezi Sistem (Isı Payı Ölçer),1,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1450,ŞAŞKINBAKKAL BAĞDAT CADDESİ ÜZERİNDE KİRACILI 295 M2 MAĞAZA,200000000,Suadiye,251.0,3.0,4.0,Zemin Kat,Merkezi Sistem,21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1451,Teknik Yapı Suadiye Sahil Sitesinde 3+1 Satılık Bahçe Katı,17500000,Suadiye,100.0,31.0,5.0,Bahçe katı,Klima,4,Kiracılı,,,Evet,0.0
1452,CENTURY 21.SAHRA'DAN BAĞDAT'A ÇOK YAKIN 4+1 İÇİ FULL YAPILI,10950000,Suadiye,165.0,41.0,7.0,5,Merkezi Sistem,31-35,Boş,,,Evet,0.0
1453,CENTURY 21.SAHRA'DAN 2 YILLIK GÜVENLİKLİ SİTE İÇERİSİNDE 2+1,5495000,Suadiye,80.0,21.0,10.0,1,Klima,2,Boş,,,Evet,0.0
1454,DİNAMİK'TEN SUADİYE'DE SİTE İÇİ YEŞİLLİKLER İÇİNDE FIRSAT 2+1,5450000,Suadiye,80.0,21.0,10.0,1,Merkezi Sistem (Isı Payı Ölçer),2,Boş,,,Evet,0.0
1455,SAPANCADA DAĞ VE ORMAN MANZARALI SİTE ÖZELLİKLİ ULTRA LÜKS VİLLA,17100000,Suadiye,420.0,72.0,3.0,Bahçe katı,Fancoil,0,Boş,Danışman,Kat Mülkiyeti,Evet,
1456,ALKAYA'DAN SUADİYE'DE VİLLA TADINDA BAHÇELİ 1+1 SATILIK DAİRE,4250000,Suadiye,55.0,11.0,8.0,Giriş Katı,Klima,3,Mülk,,,Evet,0.0
1457,ALKAYA'DAN SUADİYE'DE VİLLA TADINDA BAHÇELİ 1+1 SATILIK DAİRE,4250000,Suadiye,55.0,11.0,8.0,Giriş Katı,Klima,3,Mülk,,,Evet,0.0
1458,OPTİMA'DAN SUADİYEDE İÇİNİ MİMAR YENİLEMİŞ ULTRALUX 4+1,10950000,Suadiye,160.0,41.0,7.0,4,Merkezi Sistem,31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1459,OPTİMA'DAN TONOZLU SOKAKTA 90 NET 3+1 SATILIK FIRSAT,7900000,Suadiye,90.0,31.0,7.0,2,Kombi (Doğalgaz),4,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1460,OPTİMA'DAN SUADİYEDE 7/24 GÜVENLİKLİ HAVUZLU BİNADA LUX 4+1,11700000,Suadiye,135.0,41.0,1020.0,2,Kombi (Doğalgaz),11-15,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1461,"SUADİYE YALI PARSELİ'NDE ,7/24 ÖZEL GÜVENLİKLİ KUPON DAİRE",27000000,Suadiye,220.0,31.0,4.0,3,Klima,31-35,Mülk,,,Evet,0.0
1462,BAĞDAT CADDESİNE ÇOK YAKIN BALKONLU SIFIR LÜKS SATILIK,10500000,Suadiye,120.0,31.0,8.0,6,Klima,0,Boş,,,Hayır,0.0
1463,SUADİYE Kavisli Sokakta Yeşillikler içinde 2+1 Daire,4250000,Suadiye,75.0,21.0,8.0,6,Merkezi Sistem,26-30,Kiracılı,,,Evet,0.0
1464,SUADİYE SAHİLDE KAPANMAZ MANZARALI EMSALSİZ ÇATI DUBLEKS,55000000,Suadiye,300.0,52.0,1020.0,12,Klima,0,Boş,,,Evet,0.0
1465,ŞAŞKINBAKKAL CADDEYE 3.BİNADA YATIRIMLIK 120 M2 NET BALKONLU 3+1,6500000,Suadiye,120.0,31.0,6.0,3,Klima,31-35,Kiracılı,,,Hayır,0.0
1466,SUADİYE'DE ÇOK MERKEZİ KONUMDA DENİZ GÖREN 3 YILLIK FIRSAT DAİRE,10500000,Suadiye,100.0,31.0,1020.0,11,Klima,3,Kiracılı,,,Evet,0.0
1467,ŞAŞKINBAKKAL CADDEYE 3.BİNADA YATIRIMLIK 120 M2 NET BALKONLU 3+1,6500000,Suadiye,120.0,31.0,6.0,3,Klima,31-35,Kiracılı,,,Hayır,0.0
1468,SUADİYE SAHİL'DE REZİDANS ÖZELLİKLİ LÜKS SATILIK DAİRE,19000000,Suadiye,200.0,41.0,1020.0,1,Klima,11-15,Kiracılı,,,Evet,0.0
1469,Suadiye 'de Kesintisiz Kapanmaz Deniz Manzara Penthouse Dubleks,51500000,Suadiye,340.0,72.0,10.0,10,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
1470,SİTE ÖZELLİKLİ SUADİYE KAPTAN ARİF SOKAK VATANDAŞLIĞA UYGUN,10925000,Suadiye,150.0,31.0,1020.0,1,Klima,6-10,Boş,,,Evet,0.0
1471,Suadiye'nin En Güzel Sokağı Pembegül'de 120 m2 Net 3 + 1,15000000,Suadiye,120.0,31.0,10.0,9,Klima,4,Kiracılı,,,Evet,0.0
1472,SUADİYE BAĞDAT CADDESİNE 2.BİNA 215 M2 FIRSAT SATILIK RESİDENCE,19950000,Suadiye,170.0,51.0,1020.0,10,Klima,6-10,Kiracılı,,,Evet,0.0
1473,SUADİYE SAHİLDE ÖZEL İTALYAN DEKORASYON 5+2 DUBLEKS DAİRE,41000000,Suadiye,250.0,52.0,10.0,10,Klima,3,Mülk,,,Hayır,0.0
1474,SUADİYE YUSUF ÇAVUŞ SOKAK KORUPARK APARTMANI SATILIK DAİRE,17300000,Suadiye,152.0,41.0,1020.0,8,Klima,6-10,Mülk,,,Evet,0.0
1475,"SUADİYE BAĞDAT CADDESİ'NE 2. BİNADA, GENÇ, 140 M2, 3+1 DAİRE..",16000000,Suadiye,110.0,31.0,9.0,4,Klima,6-10,Kiracılı,,,Evet,0.0
1476,"SUADİYE BAĞDAT CADDESİ'NE 2. BİNADA, GENÇ, 140 M2, 3+1 DAİRE..",15500000,Suadiye,110.0,31.0,9.0,2,Klima,6-10,Kiracılı,,,Evet,0.0
